Order ID,Ship Date,Ship Mode,OrderID_SK
US-2017-117534,2017-03-26,First Class,1171
CA-2015-145065,2015-12-15,First Class,1172
US-2015-127040,2015-12-10,Standard Class,1173
CA-2016-128111,2016-03-23,Standard Class,1174
CA-2015-137897,2015-11-19,Standard Class,1175
CA-2017-169264,2017-08-16,Second Class,1176
CA-2017-147361,2017-09-15,Standard Class,1177
CA-2017-145877,2017-04-04,Second Class,1178
US-2016-110170,2016-10-03,Standard Class,1179
CA-2017-108574,2017-10-11,Standard Class,1180
CA-2017-144589,2017-01-25,Standard Class,1181
CA-2017-155985,2017-03-25,First Class,1182
CA-2014-162684,2014-08-06,Standard Class,1183
CA-2015-142041,2015-06-09,Second Class,1184
CA-2014-151295,2014-11-16,Standard Class,1185
CA-2016-156300,2017-01-02,Standard Class,1186
CA-2015-146087,2015-07-11,Standard Class,1187
CA-2017-168655,2017-10-18,Standard Class,1188
CA-2016-107202,2016-05-28,Standard Class,1189
CA-2017-159597,2017-11-14,Standard Class,1190
CA-2016-155551,2016-04-23,Standard Class,1191
US-2017-147669,2017-12-30,Standard Class,1192
CA-2016-169922,2016-06-17,Standard Class,1193
CA-2017-100748,2017-05-20,Standard Class,1194
CA-2017-129805,2018-01-02,Standard Class,1195
CA-2014-148586,2014-04-01,Standard Class,1196
US-2017-112613,2017-06-01,Standard Class,1197
CA-2015-154746,2015-11-17,First Class,1198
CA-2017-140053,2017-07-10,Standard Class,1199
CA-2014-164210,2014-11-20,Second Class,1200
CA-2017-139948,2017-07-22,Standard Class,1201
CA-2016-146934,2016-05-27,Standard Class,1202
CA-2015-100573,2015-10-01,Standard Class,1203
CA-2016-119165,2016-11-06,Standard Class,1204
CA-2015-128027,2015-09-17,Second Class,1205
CA-2016-140207,2016-11-10,Standard Class,1206
CA-2017-140949,2017-03-22,Second Class,1207
CA-2017-138548,2017-08-21,Standard Class,1208
CA-2015-142419,2015-07-13,Second Class,1209
CA-2017-148691,2017-12-09,Standard Class,1210
CA-2017-128755,2017-05-08,Standard Class,1211
US-2016-135923,2016-01-28,Standard Class,1212
CA-2016-114972,2016-11-06,First Class,1213
CA-2017-102750,2017-09-08,Second Class,1214
CA-2014-145212,2014-09-19,Standard Class,1215
CA-2017-141992,2017-06-25,Standard Class,1216
CA-2017-147956,2017-12-31,Standard Class,1217
CA-2017-126067,2017-09-03,Standard Class,1218
CA-2015-104514,2015-01-04,Second Class,1219
CA-2015-141040,2015-10-13,Second Class,1220
CA-2014-113579,2014-12-15,Second Class,1221
CA-2014-144624,2014-11-23,Standard Class,1222
CA-2016-146206,2016-09-14,Second Class,1223
CA-2014-136644,2014-06-22,Standard Class,1224
CA-2015-122371,2015-10-01,Standard Class,1225
CA-2016-126935,2016-05-24,Standard Class,1226
US-2017-133781,2017-06-23,First Class,1227
CA-2017-131618,2017-06-20,First Class,1228
CA-2016-149482,2016-11-19,Standard Class,1229
CA-2014-143917,2014-07-27,Second Class,1230
CA-2015-120397,2015-07-02,Same Day,1231
CA-2017-163902,2017-03-08,Standard Class,1232
CA-2016-136812,2016-11-23,Standard Class,1233
CA-2015-102722,2015-04-19,First Class,1234
CA-2017-155089,2017-12-06,Standard Class,1235
CA-2016-124506,2016-11-17,Standard Class,1236
CA-2014-106572,2014-09-10,Standard Class,1237
CA-2014-128888,2014-11-22,Standard Class,1238
CA-2017-123134,2017-05-07,Standard Class,1239
CA-2016-124352,2016-10-21,Standard Class,1240
CA-2015-124541,2015-04-10,Standard Class,1241
CA-2014-108707,2014-10-29,Standard Class,1242
CA-2014-111500,2014-08-21,Standard Class,1243
US-2017-117723,2017-08-18,Second Class,1244
CA-2015-143238,2015-09-08,First Class,1245
CA-2015-168746,2015-01-29,Second Class,1246
CA-2015-113404,2015-07-16,Same Day,1247
CA-2016-144792,2016-05-04,Standard Class,1248
CA-2014-164385,2014-10-01,Second Class,1249
US-2016-114174,2016-09-14,Standard Class,1250
CA-2017-108070,2017-04-20,Standard Class,1251
US-2015-128090,2015-08-22,Standard Class,1252
CA-2017-101042,2017-11-23,Standard Class,1253
CA-2016-155439,2016-09-18,Standard Class,1254
CA-2016-118626,2016-08-20,Standard Class,1255
CA-2015-111458,2015-09-30,Standard Class,1256
US-2016-126844,2016-10-14,Standard Class,1257
US-2015-112508,2015-03-30,Standard Class,1258
CA-2015-147788,2015-06-04,Standard Class,1259
CA-2015-144288,2015-12-31,Standard Class,1260
CA-2015-110632,2015-03-22,Second Class,1261
CA-2017-109589,2017-12-24,First Class,1262
CA-2017-123967,2017-11-03,Second Class,1263
CA-2017-148929,2017-09-11,Standard Class,1264
CA-2017-134404,2017-12-27,Same Day,1265
CA-2017-109778,2017-07-21,Standard Class,1266
CA-2016-155845,2016-08-15,Second Class,1267
CA-2017-145128,2017-07-14,Standard Class,1268
CA-2014-129091,2014-11-27,Standard Class,1269
US-2014-155502,2014-01-31,Standard Class,1270
CA-2015-121041,2015-11-10,Standard Class,1271
CA-2017-131695,2017-07-06,Standard Class,1272
CA-2016-137729,2016-05-09,Standard Class,1273
US-2016-115455,2016-09-14,Standard Class,1274
CA-2017-128300,2017-11-26,Second Class,1275
CA-2017-149048,2017-05-17,Standard Class,1276
CA-2017-108553,2017-04-29,Standard Class,1277
CA-2016-165848,2016-06-04,Same Day,1278
CA-2014-112718,2014-12-21,Standard Class,1279
CA-2016-154053,2016-03-10,Standard Class,1280
CA-2014-127446,2014-11-30,Standard Class,1281
CA-2016-137204,2016-05-05,Standard Class,1282
CA-2014-147298,2014-05-03,Standard Class,1283
CA-2017-147942,2017-04-05,Standard Class,1284
CA-2017-115931,2017-12-26,Standard Class,1285
CA-2014-164861,2014-12-06,Second Class,1286
CA-2017-127180,2017-10-24,First Class,1287
US-2017-165344,2017-11-15,First Class,1288
CA-2015-168186,2015-09-15,Standard Class,1289
US-2017-110604,2017-05-20,Standard Class,1290
CA-2015-116750,2015-07-10,Second Class,1291
CA-2015-162369,2015-08-19,Standard Class,1292
CA-2017-108441,2017-06-18,Standard Class,1293
CA-2015-169740,2015-02-25,Standard Class,1294
CA-2016-124051,2016-12-30,First Class,1295
CA-2016-149111,2016-04-21,Second Class,1296
CA-2014-131002,2014-09-12,Second Class,1297
US-2016-146794,2016-10-01,Standard Class,1298
CA-2017-112515,2017-09-21,Second Class,1299
CA-2016-150343,2016-08-20,Standard Class,1300
CA-2015-135538,2015-12-28,Standard Class,1301
CA-2017-123372,2017-12-02,Standard Class,1302
CA-2017-159604,2017-04-15,First Class,1303
CA-2016-164784,2016-05-04,First Class,1304
CA-2016-111794,2016-10-01,Same Day,1305
US-2015-139759,2015-08-30,Standard Class,1306
CA-2014-126403,2014-09-12,Second Class,1307
CA-2017-136875,2017-12-03,Same Day,1308
CA-2017-132185,2017-12-02,Standard Class,1309
US-2014-160780,2014-06-21,Same Day,1310
CA-2017-127026,2017-01-27,Standard Class,1311
CA-2017-137085,2017-07-06,Standard Class,1312
CA-2016-133123,2016-09-11,Standard Class,1313
US-2016-128195,2016-08-05,First Class,1314
CA-2015-153220,2015-11-14,First Class,1315
CA-2014-123064,2014-07-02,First Class,1316
CA-2017-156412,2017-12-08,Standard Class,1317
US-2016-144211,2016-09-02,Standard Class,1318
CA-2016-138079,2016-01-28,Standard Class,1319
CA-2014-143182,2014-10-20,Standard Class,1320
CA-2016-161662,2016-02-09,First Class,1321
CA-2014-145317,2014-03-23,Standard Class,1322
CA-2014-143413,2014-05-30,Standard Class,1323
CA-2017-156818,2017-07-13,Second Class,1324
CA-2017-155873,2017-06-21,Standard Class,1325
CA-2015-121797,2015-02-06,Standard Class,1326
US-2015-120572,2015-12-15,Standard Class,1327
CA-2017-132430,2017-10-11,First Class,1328
CA-2017-146031,2017-08-01,Second Class,1329
CA-2014-110100,2014-04-29,Standard Class,1330
CA-2015-103723,2015-12-06,Standard Class,1331
CA-2014-127187,2014-12-08,Standard Class,1332
CA-2017-128475,2017-09-01,Standard Class,1333
CA-2014-100006,2014-09-13,Standard Class,1334
CA-2017-144827,2017-12-27,Standard Class,1335
CA-2014-110030,2014-12-08,Second Class,1336
CA-2014-121286,2014-11-08,Second Class,1337
CA-2016-164735,2016-04-19,Second Class,1338
CA-2014-153479,2014-10-08,Standard Class,1339
CA-2017-149888,2017-11-13,Standard Class,1340
CA-2017-119193,2017-12-24,First Class,1341
CA-2017-104801,2017-02-19,Standard Class,1342
CA-2014-107594,2014-07-06,Standard Class,1343
CA-2015-129770,2015-02-23,Second Class,1344
CA-2015-115798,2015-11-19,Standard Class,1345
CA-2017-122707,2017-04-18,First Class,1346
CA-2016-165015,2016-02-27,Second Class,1347
CA-2014-149244,2014-11-08,Standard Class,1348
CA-2015-140144,2015-06-25,Second Class,1349
CA-2017-163321,2017-08-11,Second Class,1350
CA-2014-155887,2014-05-17,Standard Class,1351
US-2015-165449,2015-11-26,Standard Class,1352
CA-2015-110247,2015-12-08,Standard Class,1353
US-2014-141257,2014-06-14,Standard Class,1354
CA-2014-154669,2014-08-11,Second Class,1355
CA-2014-158029,2014-05-30,Standard Class,1356
CA-2015-155306,2015-04-21,Standard Class,1357
CA-2016-127775,2016-06-13,Second Class,1358
CA-2016-146171,2016-03-15,Standard Class,1359
CA-2014-129574,2014-05-29,First Class,1360
CA-2017-126536,2017-10-14,First Class,1361
CA-2017-165757,2017-06-28,Standard Class,1362
CA-2017-167752,2017-01-18,First Class,1363
US-2015-122140,2015-04-07,Standard Class,1364
CA-2016-163986,2016-09-10,Standard Class,1365
CA-2017-158967,2017-12-12,First Class,1366
CA-2016-131576,2016-11-26,Standard Class,1367
CA-2017-143455,2017-11-18,Standard Class,1368
CA-2016-144729,2016-10-25,Standard Class,1369
CA-2015-127019,2015-12-25,Standard Class,1370
CA-2015-138534,2015-07-19,Second Class,1371
CA-2017-108322,2017-05-05,Standard Class,1372
CA-2017-167668,2017-05-08,First Class,1373
CA-2017-146724,2017-11-27,Standard Class,1374
CA-2016-139878,2016-11-16,Standard Class,1375
US-2016-106677,2016-11-10,Standard Class,1376
CA-2016-116974,2016-10-15,Standard Class,1377
CA-2015-149972,2015-09-23,First Class,1378
US-2014-117744,2014-12-06,Standard Class,1379
CA-2014-125514,2014-09-22,First Class,1380
CA-2014-154599,2014-04-17,Standard Class,1381
CA-2017-158743,2017-10-27,Standard Class,1382
CA-2016-153318,2016-10-28,First Class,1383
US-2015-110163,2015-11-04,First Class,1384
CA-2017-143329,2017-11-08,Standard Class,1385
CA-2015-159380,2015-05-16,Standard Class,1386
CA-2015-122623,2015-09-11,Standard Class,1387
CA-2015-148635,2015-07-27,Second Class,1388
CA-2015-135685,2015-11-18,Second Class,1389
CA-2015-104626,2015-09-08,Standard Class,1390
CA-2016-160500,2016-05-08,First Class,1391
CA-2017-100202,2017-01-05,Standard Class,1392
CA-2017-131016,2017-09-20,First Class,1393
US-2014-112914,2014-09-30,Standard Class,1394
CA-2016-124149,2016-04-26,First Class,1395
CA-2014-148915,2014-11-05,Standard Class,1396
CA-2017-134649,2017-01-31,Second Class,1397
CA-2017-110842,2017-11-16,Standard Class,1398
CA-2016-147368,2016-06-12,First Class,1399
US-2015-104185,2015-09-08,Second Class,1400
US-2014-125521,2014-03-19,Standard Class,1401
US-2017-135062,2017-09-04,Second Class,1402
CA-2017-135650,2017-03-27,Standard Class,1403
CA-2017-112865,2017-05-22,Standard Class,1404
US-2016-162852,2016-12-31,Standard Class,1405
CA-2017-138163,2017-11-20,First Class,1406
CA-2017-152093,2017-09-15,Standard Class,1407
CA-2017-157854,2017-04-15,Standard Class,1408
CA-2016-123617,2016-12-03,Standard Class,1409
US-2016-128293,2016-06-05,First Class,1410
CA-2017-107342,2017-12-22,Standard Class,1411
CA-2016-136371,2016-03-21,Second Class,1412
CA-2017-137344,2017-08-20,Same Day,1413
CA-2017-169810,2017-07-31,Standard Class,1414
CA-2016-128594,2016-08-29,First Class,1415
CA-2016-154690,2016-08-17,Second Class,1416
CA-2017-138975,2017-05-23,Standard Class,1417
CA-2017-106537,2017-08-17,Standard Class,1418
US-2017-103828,2017-08-13,Same Day,1419
CA-2016-115588,2016-11-12,Second Class,1420
CA-2017-143861,2017-06-19,Standard Class,1421
CA-2014-148040,2014-03-26,Standard Class,1422
CA-2017-135167,2017-06-20,Standard Class,1423
CA-2017-137022,2017-11-22,Standard Class,1424
US-2017-102638,2017-12-31,First Class,1425
US-2016-167339,2016-01-23,Second Class,1426
CA-2016-152072,2016-01-19,Standard Class,1427
CA-2016-102932,2016-09-23,Second Class,1428
CA-2014-165540,2014-02-25,Standard Class,1429
CA-2016-130799,2016-11-16,Second Class,1430
CA-2016-164483,2016-02-03,Standard Class,1431
US-2016-159856,2016-10-22,Standard Class,1432
CA-2017-102099,2017-12-19,First Class,1433
CA-2017-164049,2017-11-06,Standard Class,1434
CA-2014-142727,2014-05-01,Second Class,1435
CA-2017-139913,2017-10-29,Standard Class,1436
CA-2014-169033,2014-04-03,Standard Class,1437
US-2016-164630,2016-01-09,Standard Class,1438
US-2015-114839,2015-04-30,Standard Class,1439
CA-2015-166464,2015-09-17,Standard Class,1440
CA-2017-124898,2017-09-15,Standard Class,1441
CA-2016-164035,2016-06-17,Standard Class,1442
CA-2016-153577,2016-07-01,Standard Class,1443
CA-2014-127586,2014-09-30,Standard Class,1444
CA-2017-121615,2017-11-09,Standard Class,1445
CA-2017-166415,2017-02-23,Standard Class,1446
CA-2015-118444,2015-11-09,Standard Class,1447
CA-2014-113929,2014-06-21,Standard Class,1448
CA-2015-134747,2015-10-17,Second Class,1449
CA-2017-155047,2017-08-30,First Class,1450
CA-2016-160129,2016-11-23,Same Day,1451
CA-2017-164329,2017-01-30,Same Day,1452
US-2015-141453,2015-12-03,Second Class,1453
CA-2014-156993,2014-07-04,Standard Class,1454
CA-2014-157721,2014-09-05,First Class,1455
CA-2017-128629,2017-07-14,Second Class,1456
CA-2017-158106,2017-06-10,Standard Class,1457
US-2017-120390,2017-10-26,Standard Class,1458
CA-2017-143434,2017-11-24,Standard Class,1459
CA-2015-168564,2015-08-08,Same Day,1460
US-2016-169040,2016-12-12,Standard Class,1461
CA-2017-155880,2017-03-31,Standard Class,1462
CA-2017-126242,2017-11-24,Standard Class,1463
CA-2016-166443,2016-11-05,First Class,1464
CA-2017-169859,2017-12-18,Standard Class,1465
CA-2017-134915,2017-11-12,Same Day,1466
CA-2016-153353,2016-08-24,Standard Class,1467
CA-2017-123638,2017-07-04,Standard Class,1468
CA-2017-168900,2017-05-09,Standard Class,1469
CA-2015-158456,2015-12-29,Standard Class,1470
CA-2017-143665,2017-05-01,Standard Class,1471
CA-2017-137428,2017-12-21,Second Class,1472
CA-2014-162866,2014-12-31,Standard Class,1473
CA-2017-167941,2017-11-09,Second Class,1474
CA-2017-111808,2017-12-20,Standard Class,1475
CA-2015-137512,2015-05-12,Standard Class,1476
CA-2017-139773,2017-12-04,Same Day,1477
CA-2017-134607,2017-10-08,Second Class,1478
CA-2014-109232,2014-01-16,Second Class,1479
CA-2015-139850,2015-06-17,Standard Class,1480
CA-2014-131310,2014-07-18,Standard Class,1481
US-2014-112872,2014-12-11,Second Class,1482
CA-2016-139269,2016-05-30,Standard Class,1483
CA-2016-139010,2016-02-26,Second Class,1484
CA-2016-134376,2016-10-06,Standard Class,1485
CA-2017-147291,2017-03-17,Standard Class,1486
CA-2016-112893,2016-09-13,Second Class,1487
US-2014-150532,2014-07-21,Standard Class,1488
CA-2014-138317,2014-06-25,Standard Class,1489
CA-2015-130610,2015-07-10,Standard Class,1490
CA-2017-104381,2017-12-23,Standard Class,1491
CA-2016-131499,2016-09-10,First Class,1492
CA-2014-148761,2014-05-21,Standard Class,1493
CA-2017-116519,2017-10-15,First Class,1494
CA-2014-130729,2014-10-29,Standard Class,1495
CA-2016-124772,2016-12-06,First Class,1496
CA-2016-115525,2016-07-29,Standard Class,1497
CA-2017-134845,2017-04-23,Standard Class,1498
US-2015-138919,2015-09-21,Standard Class,1499
US-2016-160528,2016-08-30,Standard Class,1500
CA-2015-123568,2015-11-14,Standard Class,1501
CA-2017-124674,2017-11-23,Standard Class,1502
CA-2015-164441,2015-11-13,Standard Class,1503
CA-2017-169054,2017-04-26,Standard Class,1504
CA-2014-106719,2014-08-24,Same Day,1505
CA-2017-116855,2017-12-21,Standard Class,1506
US-2016-164189,2016-03-28,Standard Class,1507
CA-2015-168480,2015-09-27,Standard Class,1508
US-2016-114293,2016-11-26,Standard Class,1509
CA-2017-134173,2017-09-21,Standard Class,1510
US-2015-123960,2015-06-16,Standard Class,1511
CA-2017-101749,2017-10-08,Standard Class,1512
US-2016-147991,2016-05-09,Standard Class,1513
CA-2017-149559,2017-09-12,Same Day,1514
CA-2015-135174,2015-05-02,Second Class,1515
CA-2017-125290,2017-11-10,Second Class,1516
CA-2014-137351,2014-10-04,Standard Class,1517
CA-2017-121419,2017-04-04,First Class,1518
US-2017-148054,2017-10-11,Standard Class,1519
CA-2016-128517,2016-04-14,Second Class,1520
US-2015-100377,2015-09-01,Standard Class,1521
CA-2017-131492,2017-10-24,Second Class,1522
CA-2016-144554,2016-11-12,Standard Class,1523
CA-2017-127621,2017-03-07,Standard Class,1524
CA-2015-145184,2015-11-29,First Class,1525
CA-2017-106859,2017-03-18,Second Class,1526
US-2017-120089,2017-11-30,Same Day,1527
CA-2014-119375,2014-11-22,Standard Class,1528
CA-2016-125206,2016-01-05,First Class,1529
CA-2015-126137,2015-10-08,Standard Class,1530
CA-2014-143903,2014-07-24,Standard Class,1531
CA-2014-104780,2014-05-25,Standard Class,1532
CA-2017-101182,2017-09-05,First Class,1533
US-2017-132297,2017-06-02,Standard Class,1534
CA-2014-100328,2014-02-03,Standard Class,1535
CA-2017-118773,2017-02-14,Standard Class,1536
US-2017-159205,2017-04-02,Second Class,1537
CA-2016-112123,2016-03-08,Standard Class,1538
CA-2015-114468,2015-08-23,Same Day,1539
CA-2017-135692,2017-05-01,Standard Class,1540
CA-2017-131233,2017-04-19,Standard Class,1541
CA-2017-119578,2017-12-27,Second Class,1542
CA-2016-124562,2016-12-12,Standard Class,1543
US-2017-140074,2017-03-29,Standard Class,1544
CA-2016-103037,2016-07-29,Standard Class,1545
CA-2017-127460,2017-07-14,Standard Class,1546
CA-2016-121671,2016-07-22,Standard Class,1547
CA-2016-150350,2016-08-30,Standard Class,1548
CA-2015-121720,2015-06-12,First Class,1549
CA-2017-149895,2017-09-12,Standard Class,1550
CA-2017-147564,2017-10-06,Standard Class,1551
CA-2014-136399,2014-12-17,First Class,1552
CA-2014-107916,2014-08-26,First Class,1553
CA-2017-164168,2017-11-18,Standard Class,1554
CA-2015-112557,2015-04-28,First Class,1555
US-2014-122959,2014-12-12,Same Day,1556
CA-2017-162572,2017-09-27,Second Class,1557
US-2016-148110,2016-09-11,Standard Class,1558
CA-2017-131828,2017-02-13,Second Class,1559
CA-2014-109218,2014-07-03,Second Class,1560
CA-2016-120558,2016-06-10,First Class,1561
US-2014-109036,2014-12-25,Standard Class,1562
CA-2015-147830,2015-12-18,First Class,1563
CA-2017-150497,2017-07-24,Standard Class,1564
CA-2014-128986,2014-08-05,Second Class,1565
CA-2015-139584,2015-08-28,Standard Class,1566
US-2016-162677,2016-03-27,First Class,1567
US-2014-150924,2014-09-16,Second Class,1568
CA-2014-153969,2014-09-25,Standard Class,1569
CA-2016-146682,2016-10-31,First Class,1570
CA-2016-138695,2016-06-03,Standard Class,1571
CA-2017-107461,2017-12-26,Second Class,1572
US-2016-133879,2016-03-28,Standard Class,1573
CA-2017-157483,2017-11-18,Standard Class,1574
US-2017-132059,2017-09-29,Standard Class,1575
CA-2017-122280,2017-09-10,Same Day,1576
CA-2017-105235,2017-12-11,Standard Class,1577
CA-2017-152912,2017-11-12,Second Class,1578
CA-2014-123498,2014-11-09,First Class,1579
CA-2017-159352,2017-03-17,Standard Class,1580
US-2017-146416,2017-10-22,Second Class,1581
US-2015-163783,2016-01-01,Standard Class,1582
CA-2017-123981,2017-10-08,Standard Class,1583
CA-2017-158953,2017-06-08,Standard Class,1584
CA-2014-165428,2014-09-04,First Class,1585
CA-2016-169026,2016-08-13,Standard Class,1586
CA-2017-109750,2017-07-28,Standard Class,1587
CA-2015-149384,2015-07-10,Same Day,1588
CA-2014-131527,2014-12-07,Standard Class,1589
CA-2017-164000,2017-12-22,Standard Class,1590
CA-2014-164224,2014-05-20,Second Class,1591
CA-2014-158372,2014-11-16,Standard Class,1592
CA-2016-108882,2016-01-15,Standard Class,1593
US-2017-108245,2017-09-27,Standard Class,1594
CA-2014-142314,2014-12-28,Standard Class,1595
CA-2016-132409,2016-06-01,Standard Class,1596
CA-2017-150189,2017-07-10,First Class,1597
CA-2014-114433,2014-05-17,Standard Class,1598
CA-2017-104640,2017-11-16,Standard Class,1599
US-2015-137008,2015-10-08,Standard Class,1600
CA-2014-108189,2014-10-05,First Class,1601
CA-2014-154641,2014-08-16,Standard Class,1602
CA-2017-131625,2017-09-05,Second Class,1603
US-2017-156356,2017-04-22,Standard Class,1604
CA-2016-138933,2016-04-27,First Class,1605
CA-2016-140746,2016-01-15,Same Day,1606
CA-2016-146836,2016-05-02,Same Day,1607
US-2016-127971,2016-11-27,Standard Class,1608
US-2016-140809,2016-02-03,First Class,1609
CA-2017-114524,2017-04-05,Second Class,1610
CA-2017-113355,2017-12-05,Standard Class,1611
US-2017-140907,2017-12-12,Second Class,1612
CA-2016-159730,2016-09-21,Standard Class,1613
CA-2016-157868,2016-12-29,Standard Class,1614
CA-2017-119389,2017-04-19,First Class,1615
CA-2017-110373,2017-10-30,Second Class,1616
CA-2016-155474,2016-07-14,Standard Class,1617
CA-2015-155453,2015-08-14,Standard Class,1618
US-2016-161844,2016-12-14,Second Class,1619
US-2016-162103,2016-11-17,Standard Class,1620
CA-2014-151554,2014-11-15,First Class,1621
CA-2014-140662,2014-11-19,First Class,1622
CA-2016-122518,2016-03-08,Second Class,1623
US-2014-126571,2014-10-15,Standard Class,1624
CA-2014-143840,2014-05-29,Standard Class,1625
CA-2014-115980,2014-07-19,Standard Class,1626
CA-2015-155145,2015-12-29,Second Class,1627
CA-2015-146038,2015-02-16,Standard Class,1628
CA-2017-133865,2017-05-12,Standard Class,1629
CA-2017-116358,2017-11-06,Standard Class,1630
CA-2014-102988,2014-04-09,Second Class,1631
US-2014-117170,2014-09-24,Standard Class,1632
CA-2014-159478,2014-10-06,Standard Class,1633
CA-2014-103702,2014-09-17,Standard Class,1634
CA-2017-150525,2017-02-25,Standard Class,1635
CA-2015-157770,2015-12-15,First Class,1636
CA-2016-167290,2016-11-04,Standard Class,1637
CA-2014-106264,2014-12-30,Standard Class,1638
CA-2014-138023,2014-08-18,First Class,1639
CA-2017-113418,2017-10-03,First Class,1640
US-2015-110569,2015-05-30,Standard Class,1641
CA-2017-136308,2017-11-16,Same Day,1642
US-2014-159926,2014-11-22,Standard Class,1643
CA-2014-104738,2015-01-01,Second Class,1644
CA-2015-144386,2015-11-11,Standard Class,1645
CA-2016-111416,2016-09-22,Standard Class,1646
CA-2016-162747,2016-03-25,Second Class,1647
US-2014-133130,2014-10-01,Standard Class,1648
CA-2017-169978,2017-12-28,Standard Class,1649
CA-2017-161739,2017-11-15,Second Class,1650
CA-2015-165057,2015-09-15,Standard Class,1651
CA-2014-134551,2014-12-25,Standard Class,1652
CA-2015-120810,2015-07-27,Standard Class,1653
CA-2014-165309,2014-11-15,Standard Class,1654
CA-2017-122595,2017-12-20,Standard Class,1655
US-2017-109253,2017-08-22,First Class,1656
CA-2016-145982,2016-09-01,Second Class,1657
CA-2015-112014,2015-08-20,Standard Class,1658
CA-2017-154732,2017-11-07,First Class,1659
US-2016-157308,2016-08-21,Standard Class,1660
CA-2016-147536,2016-12-31,Standard Class,1661
US-2014-134733,2014-09-28,Standard Class,1662
US-2014-150434,2014-07-24,Standard Class,1663
CA-2017-100335,2017-09-13,Standard Class,1664
CA-2016-139234,2016-05-10,Standard Class,1665
US-2015-142020,2015-06-08,Second Class,1666
CA-2015-139962,2015-12-20,Standard Class,1667
CA-2016-130050,2016-07-18,Second Class,1668
CA-2014-115161,2014-02-02,First Class,1669
CA-2014-165379,2014-07-15,Standard Class,1670
CA-2015-115511,2015-11-25,Standard Class,1671
CA-2016-134887,2016-03-25,Same Day,1672
CA-2017-123778,2017-09-30,Standard Class,1673
CA-2015-161718,2015-12-10,Standard Class,1674
CA-2016-100671,2016-11-04,First Class,1675
CA-2017-142867,2017-03-21,Standard Class,1676
CA-2017-103156,2017-11-24,First Class,1677
US-2017-162208,2017-08-30,First Class,1678
CA-2015-130659,2015-12-09,Second Class,1679
CA-2017-148404,2017-10-11,Standard Class,1680
CA-2017-101077,2017-03-30,Second Class,1681
CA-2014-166471,2014-08-13,Standard Class,1682
CA-2014-105340,2014-11-25,First Class,1683
US-2017-131583,2017-06-10,Same Day,1684
US-2017-148362,2017-07-08,Standard Class,1685
CA-2014-102274,2014-11-26,Standard Class,1686
CA-2015-129700,2015-05-05,First Class,1687
CA-2017-168739,2017-06-05,Standard Class,1688
CA-2015-152527,2015-10-17,Same Day,1689
US-2014-150119,2014-04-27,Standard Class,1690
US-2017-150847,2017-05-06,Standard Class,1691
CA-2016-100244,2016-09-24,Standard Class,1692
CA-2016-116540,2016-09-02,Same Day,1693
CA-2015-151841,2015-05-02,Standard Class,1694
CA-2015-150791,2015-09-13,Standard Class,1695
CA-2016-134803,2016-06-03,Standard Class,1696
CA-2015-153381,2015-09-28,Standard Class,1697
US-2017-111024,2017-07-06,Second Class,1698
CA-2017-148264,2017-12-09,First Class,1699
CA-2017-131212,2017-12-09,Standard Class,1700
US-2015-100531,2015-09-29,First Class,1701
CA-2017-152583,2017-10-30,Same Day,1702
CA-2015-144099,2015-11-30,Same Day,1703
CA-2014-158337,2014-03-14,Second Class,1704
CA-2017-168858,2017-11-23,Standard Class,1705
CA-2016-116344,2016-08-02,Standard Class,1706
CA-2015-131779,2015-06-17,Standard Class,1707
CA-2016-158869,2016-08-07,First Class,1708
CA-2017-102554,2017-06-15,Standard Class,1709
CA-2016-162614,2016-10-13,Standard Class,1710
CA-2014-168592,2014-09-14,Standard Class,1711
CA-2014-157609,2014-03-21,Second Class,1712
CA-2015-153325,2015-03-02,Second Class,1713
CA-2015-153626,2015-07-14,Standard Class,1714
CA-2016-166485,2016-02-27,Standard Class,1715
CA-2017-136448,2017-09-18,First Class,1716
CA-2017-114258,2017-11-10,Second Class,1717
CA-2015-152611,2015-02-23,Second Class,1718
CA-2016-165470,2016-11-30,Standard Class,1719
CA-2017-128699,2017-12-05,Second Class,1720
US-2015-147242,2015-09-14,Standard Class,1721
CA-2016-146143,2016-12-19,Standard Class,1722
CA-2015-100888,2015-04-10,Standard Class,1723
US-2016-150035,2016-12-05,Standard Class,1724
CA-2017-122644,2017-11-17,Standard Class,1725
CA-2017-111815,2017-03-10,Standard Class,1726
CA-2016-144911,2016-11-30,First Class,1727
CA-2014-143385,2014-09-05,Standard Class,1728
CA-2016-131289,2016-12-14,Standard Class,1729
CA-2014-124023,2014-04-10,First Class,1730
CA-2014-124688,2014-08-29,First Class,1731
CA-2016-151169,2016-10-26,Standard Class,1732
US-2016-134761,2016-11-30,Same Day,1733
CA-2017-120705,2017-09-11,Standard Class,1734
CA-2015-157322,2015-07-06,Standard Class,1735
CA-2017-142034,2017-09-28,Standard Class,1736
CA-2016-107328,2016-08-15,Standard Class,1737
CA-2016-108616,2016-10-03,Standard Class,1738
CA-2017-125115,2017-04-10,Same Day,1739
CA-2016-150945,2016-12-20,Second Class,1740
CA-2014-166863,2014-06-24,Standard Class,1741
CA-2017-140326,2017-09-06,First Class,1742
CA-2016-168536,2016-12-24,Standard Class,1743
US-2016-113649,2016-08-12,First Class,1744
CA-2015-124975,2015-06-25,First Class,1745
