OrderID_SK,ProductID_SK,CustomerID_SK,LocationID_SK,DateID_SK,Sales,Quantity,Discount,Profit,unit_price
1138,436,605,345,533,215.592,3,0.2,-48.5082,71.864
1139,677,606,375,229,14.62,2,0.0,6.8714,7.31
1139,78,606,375,229,416.32,2,0.0,112.4064,208.16
1139,481,606,375,229,43.0,5,0.0,20.21,8.6
1139,1226,606,375,229,182.94,3,0.0,27.441,60.98
1139,845,606,375,229,60.83,7,0.0,30.415,8.69
1139,1302,606,375,229,389.97,3,0.0,132.5898,129.99
1140,536,215,196,707,194.32,4,0.0,56.3528,48.58
1141,1303,305,61,178,265.93,7,0.0,63.8232,37.99
1142,352,347,1,621,94.74,3,0.0,44.5278,31.58
1142,281,347,1,621,60.64,4,0.0,27.8944,15.16
1142,786,347,1,621,76.3,5,0.0,38.15,15.26
1142,1000,347,1,621,364.8,12,0.0,167.808,30.400000000000002
1143,1198,607,46,427,79.872,3,0.2,29.952,26.624
1143,267,607,46,427,46.384,1,0.2,1.1596,46.384
1143,13,607,46,427,12.96,2,0.0,6.2208,6.48
1144,1304,608,376,398,14.352,3,0.2,5.2026,4.784
1145,1305,252,12,708,547.136,4,0.2,-68.392,136.784
1146,194,157,26,447,41.96,2,0.0,2.9372,20.98
1146,1306,157,26,447,41.7,5,0.0,20.85,8.34
1147,418,356,377,709,277.4,5,0.0,133.152,55.48
1147,610,356,377,709,5.78,1,0.0,2.8322,5.78
1148,337,609,378,588,69.216,6,0.2,11.2476,11.536
1149,136,418,70,390,10.86,3,0.0,5.1042,3.6199999999999997
1149,1307,418,70,390,426.79,7,0.0,123.7691,60.970000000000006
1150,1308,303,30,710,25.92,4,0.0,12.4416,6.48
1150,497,303,30,710,45.92,4,0.0,22.5008,11.48
1151,88,601,48,711,10.72,2,0.2,1.742,5.36
1152,880,291,167,339,41.86,7,0.0,10.465,5.9799999999999995
1153,1309,40,118,521,63.2,5,0.0,23.384,12.64
1153,1303,40,118,521,113.97,3,0.0,27.3528,37.99
1154,233,489,37,712,123.552,3,0.2,-29.3436,41.184000000000005
1155,1310,392,202,713,490.32,9,0.0,137.2896,54.48
1156,162,300,66,70,70.08,5,0.2,24.528,14.016
1156,1311,300,66,70,1.272,2,0.8,-2.1624,0.636
1156,899,300,66,70,557.585,5,0.3,0.0,111.51700000000001
1157,621,88,4,575,9.024,6,0.2,3.1584,1.5039999999999998
1157,1312,88,4,575,69.456,2,0.2,22.5732,34.728
1157,363,88,4,575,10.86,2,0.0,5.3214,5.43
1157,1277,88,4,575,79.47,3,0.0,22.2516,26.49
1157,60,88,4,575,10.08,6,0.0,5.04,1.68
1158,38,610,35,285,1552.831,7,0.15,200.9546,221.833
1158,142,610,35,285,137.24,5,0.2,46.3185,27.448
1158,1313,610,35,285,36.51,1,0.0,15.6993,36.51
1158,1314,610,35,285,239.976,3,0.2,80.9919,79.992
1159,216,292,24,462,1579.746,7,0.4,-447.5947,225.67800000000003
1159,1300,292,24,462,1071.576,4,0.4,-553.6476,267.894
1159,1169,292,24,462,613.908,3,0.4,-122.7816,204.636
1159,1315,292,24,462,34.86,7,0.0,16.3842,4.9799999999999995
1159,1316,292,24,462,155.04,4,0.0,75.9696,38.76
1160,1317,168,48,514,13.71,5,0.7,-10.054,2.742
1161,442,145,181,70,127.88,2,0.0,40.9216,63.94
1161,1318,145,181,70,160.32,2,0.0,44.8896,80.16
1161,1024,145,181,70,46.0,4,0.0,20.7,11.5
1162,1319,553,379,157,120.712,1,0.2,-18.1068,120.712
1163,1011,439,235,517,23.12,4,0.0,11.3288,5.78
1164,1320,127,323,714,532.704,6,0.2,-26.6352,88.78399999999999
1164,1321,127,323,714,4.912,2,0.2,0.307,2.456
1165,726,173,123,438,252.0,4,0.0,93.24,63.0
1166,1156,293,174,275,60.288,8,0.6,-27.1296,7.536
1166,1322,293,174,275,2.632,1,0.2,0.8225,2.632
1166,1129,293,174,275,23.688,9,0.2,7.6986,2.6319999999999997
1166,324,293,174,275,253.372,2,0.3,-14.4784,126.686
1167,970,237,269,715,5.67,3,0.0,0.1134,1.89
1168,1243,475,48,711,76.776,4,0.7,-58.8616,19.194
1168,1323,475,48,711,9.184,2,0.2,1.148,4.592
1169,1255,455,380,402,32.75,5,0.0,15.065,6.55
1170,486,535,204,716,7.216,2,0.2,1.7138,3.608
1170,1324,535,204,716,49.568,2,0.2,15.49,24.784
1170,29,535,204,716,54.712,7,0.2,11.6263,7.816000000000001
1171,1325,611,253,614,176.04,4,0.0,45.7704,44.01
1171,1326,611,253,614,16.02,9,0.0,4.4856,1.78
1171,921,611,253,614,185.92,4,0.2,62.748,46.48
1171,1327,611,253,614,211.168,4,0.2,15.8376,52.792
1171,1328,611,253,614,479.984,2,0.2,59.998,239.992
1172,1329,590,189,296,7.86,2,0.0,3.6156,3.93
1172,1330,590,189,296,24.448,2,0.2,8.8624,12.224
1173,1331,612,30,402,6.48,1,0.0,3.1104,6.48
1173,1332,612,30,402,41.86,7,0.0,20.5114,5.9799999999999995
1173,1333,612,30,402,1619.91,9,0.0,97.1946,179.99
1173,1147,612,30,402,113.92,4,0.0,42.1504,28.48
1174,398,395,381,717,39.68,2,0.0,10.3168,19.84
1175,1203,602,46,718,37.6,2,0.0,2.256,18.8
1175,539,602,46,718,59.9,2,0.0,23.96,29.95
1175,957,602,46,718,37.0,5,0.0,16.65,7.4
1176,746,414,10,719,5.76,2,0.0,2.8224,2.88
1176,22,414,10,719,16.68,6,0.0,4.3368,2.78
1177,436,116,329,429,628.81,7,0.0,12.5762,89.83
1177,1012,116,329,429,56.45,5,0.0,14.677,11.290000000000001
1178,954,549,334,720,94.2,6,0.0,23.55,15.700000000000001
1178,153,549,334,720,28.4,5,0.0,13.348,5.68
1179,1334,448,144,721,956.6648,7,0.32,-225.0976,136.6664
1180,696,208,63,567,1115.91,9,0.0,200.8638,123.99000000000001
1180,462,208,63,567,128.744,7,0.2,-28.9674,18.392
1180,313,208,63,567,79.92,10,0.2,26.973,7.992
1181,1160,613,35,177,24.2,5,0.0,7.986,4.84
1181,1335,613,35,177,359.976,3,0.2,130.4913,119.992
1182,1093,337,35,722,211.84,8,0.0,76.2624,26.48
1183,1054,358,75,602,5.68,2,0.2,1.917,2.84
1184,621,614,2,723,7.52,5,0.2,2.632,1.504
1185,359,351,63,608,11.96,2,0.0,5.8604,5.98
1185,737,351,63,608,629.064,3,0.2,31.4532,209.688
1186,1319,181,202,724,754.45,5,0.0,60.356,150.89000000000001
1187,416,453,382,381,301.96,2,0.0,60.392,150.98
1188,1201,615,383,387,595.0,5,0.0,95.2,119.0
1188,1198,615,383,387,79.872,3,0.2,29.952,26.624
1189,1336,19,384,207,2396.4,10,0.2,179.73,239.64000000000001
1190,968,566,385,46,63.56,2,0.0,3.178,31.78
1190,1337,566,385,46,99.99,1,0.0,43.9956,99.99
1191,83,616,386,725,230.376,3,0.2,-48.9549,76.792
1191,671,616,386,725,9.664,2,0.2,3.2616,4.832
1192,722,604,323,54,158.928,7,0.2,41.7186,22.704
1192,1312,604,323,54,13.023,1,0.7,-10.4184,13.023
1192,1338,604,323,54,273.06,2,0.4,-104.673,136.53
1192,1229,604,323,54,39.312,13,0.2,12.7764,3.024
1193,1339,90,175,726,1.344,4,0.8,-2.1504,0.336
1193,1340,90,175,726,8.272,4,0.8,-13.6488,2.068
1193,1074,90,175,726,12.544,7,0.6,-9.0944,1.792
1194,3,177,95,727,58.48,8,0.0,27.4856,7.31
1195,346,448,6,117,7.4,2,0.0,3.034,3.7
1196,1341,617,30,728,366.786,7,0.1,65.2064,52.398
1197,1260,102,33,40,54.368,4,0.2,4.0776,13.592
1198,619,602,29,718,33.96,2,0.0,16.98,16.98
1198,1342,602,29,718,826.11,3,0.0,322.1829,275.37
1199,72,245,215,446,545.85,9,0.0,114.6285,60.650000000000006
1200,1343,618,128,729,145.98,2,0.5,-99.2664,72.99
1200,863,618,128,729,35.808,4,0.2,12.5328,8.952
1201,628,518,86,730,7.904,2,0.2,2.1736,3.952
1202,303,579,387,731,345.0,5,0.0,86.25,69.0
1202,210,579,387,731,174.286,2,0.3,-19.9184,87.143
1202,191,579,387,731,662.84,4,0.0,172.3384,165.71
1202,453,579,387,731,95.1,5,0.0,30.432,19.02
1202,1344,579,387,731,26.88,6,0.0,12.9024,4.4799999999999995
1202,958,579,387,731,257.98,2,0.0,74.8142,128.99
1203,756,563,26,13,17.48,2,0.0,8.2156,8.74
1204,1154,218,106,732,492.835,5,0.3,-14.081,98.567
1205,436,201,388,472,269.49,3,0.0,5.3898,89.83
1206,1345,38,59,733,29.12,5,0.2,9.828,5.824
1207,1346,592,165,295,18.75,5,0.0,9.0,3.75
1207,425,592,165,295,119.7,6,0.0,31.122,19.95
1207,537,592,165,295,9.144,3,0.2,3.0861,3.048
1207,453,592,165,295,57.06,3,0.0,18.2592,19.02
1207,1045,592,165,295,71.6,8,0.0,13.604,8.95
1207,1032,592,165,295,107.44,8,0.0,27.9344,13.43
1207,677,592,165,295,7.31,1,0.0,3.4357,7.31
1207,33,592,165,295,59.1,6,0.0,22.458,9.85
1207,171,592,165,295,46.53,3,0.0,12.0978,15.51
1208,415,507,171,734,97.84,2,0.0,25.4384,48.92
1209,844,619,61,656,29.97,3,0.0,13.4865,9.99
1209,801,619,61,656,98.352,3,0.2,34.4232,32.784
1210,302,428,30,735,83.92,5,0.2,29.372,16.784
1210,1317,428,30,735,14.624,2,0.2,5.1184,7.312
1210,820,428,30,735,136.99,1,0.0,36.9873,136.99
1210,396,428,30,735,3.15,1,0.0,1.512,3.15
1211,1347,178,389,465,9.11,1,0.0,4.0995,9.11
1211,385,178,389,465,571.44,4,0.0,165.7176,142.86
1211,1348,178,389,465,32.4,5,0.0,15.552,6.4799999999999995
1211,1037,178,389,465,16.91,1,0.0,4.5657,16.91
1212,1349,620,306,116,14.272,8,0.2,4.2816,1.784
1212,1249,620,306,116,451.136,4,0.2,-67.6704,112.784
1212,1267,620,306,116,64.864,4,0.2,6.4864,16.216
1213,1350,419,4,55,217.584,2,0.2,-29.9178,108.792
1213,1351,419,4,55,82.95,5,0.0,29.0325,16.59
1213,1352,419,4,55,87.71,7,0.0,41.2237,12.53
1213,1342,419,4,55,1101.48,4,0.0,429.5772,275.37
1214,595,621,2,508,1322.352,3,0.2,-99.1764,440.78400000000005
1215,7,420,165,104,5.46,3,0.0,1.4742,1.82
1216,1353,384,78,250,11.184,1,0.2,0.8388,11.184
1216,83,384,78,250,153.584,2,0.2,-32.6366,76.792
1217,750,118,60,166,1003.62,6,0.0,0.0,167.27
1218,1354,608,60,736,35.168,4,0.2,11.4296,8.792
1218,343,608,60,736,1137.75,5,0.0,250.305,227.55
1218,445,608,60,736,99.68,5,0.2,32.396,19.936
1218,450,608,60,736,5.56,2,0.0,1.4456,2.78
1219,1355,119,285,99,85.52,2,0.0,22.2352,42.76
1219,1356,119,285,99,9.84,3,0.0,2.6568,3.28
1219,1284,119,285,99,20.04,3,0.0,9.6192,6.68
1220,1357,622,24,331,631.96,4,0.0,303.3408,157.99
1220,1358,622,24,331,23.92,4,0.0,10.764,5.98
1221,1112,45,14,737,90.24,6,0.0,41.5104,15.04
1222,1149,623,390,85,4548.81,7,0.0,1228.1787,649.83
1223,839,410,15,546,300.93,5,0.3,-34.392,60.186
1223,1150,410,15,546,719.96,5,0.2,53.997,143.99200000000002
1224,406,624,391,738,647.84,8,0.0,32.392,80.98
1225,81,355,89,121,64.17,3,0.0,18.6093,21.39
1225,634,355,89,121,124.46,2,0.0,58.4962,62.23
1226,1225,388,10,289,9.584,1,0.2,3.3544,9.584
1227,1359,420,328,739,37.608,3,0.2,12.6927,12.536
1228,828,625,301,47,12.224,2,0.2,4.4312,6.112
1228,615,625,301,47,2.304,4,0.8,-3.5712,0.576
1228,674,625,301,47,9.36,4,0.8,-16.38,2.34
1229,1239,626,95,697,7.38,2,0.0,3.4686,3.69
1230,231,108,35,740,53.72,4,0.0,15.0416,13.43
1230,1360,108,35,740,8187.65,5,0.0,327.506,1637.53
1230,222,108,35,740,77.92,8,0.0,34.2848,9.74
1231,1361,580,33,741,32.784,4,0.8,-85.2384,8.196
1232,1362,200,63,581,196.776,3,0.2,14.7582,65.592
1232,915,200,63,581,479.94,6,0.0,52.7934,79.99
1233,1363,586,336,742,1117.92,4,0.0,55.896,279.48
1234,937,609,69,25,106.5,6,0.0,41.535,17.75
1235,472,627,86,575,45.66,5,0.7,-33.484,9.132
1236,1049,180,37,584,95.968,4,0.2,1.1996,23.992
1236,878,180,37,584,47.992,2,0.3,-2.0568,23.996
1237,547,414,392,743,264.32,2,0.2,19.824,132.16
1238,971,288,15,648,604.656,9,0.2,204.0714,67.184
1239,785,62,74,744,129.93,3,0.0,12.993,43.31
1240,1364,523,336,681,20.16,7,0.0,9.8784,2.88
1240,608,523,336,681,29.46,6,0.0,14.4354,4.91
1240,1365,523,336,681,868.59,3,0.0,251.8911,289.53000000000003
1240,90,523,336,681,12.96,2,0.0,6.2208,6.48
1240,896,523,336,681,5.5,1,0.0,1.375,5.5
1240,1000,523,336,681,121.6,4,0.0,55.936,30.4
1241,513,628,17,745,42.048,9,0.2,5.256,4.672000000000001
1241,1366,628,17,745,25.488,2,0.2,4.4604,12.744
1241,1024,628,17,745,6.9,3,0.8,-12.075,2.3000000000000003
1241,1233,628,17,745,9.648,6,0.8,-16.884,1.6079999999999999
1241,1051,628,17,745,7.968,2,0.2,2.8884,3.984
1242,740,627,3,746,10.368,2,0.2,3.6288,5.184
1243,1139,138,366,655,114.2,5,0.0,52.532,22.84
1243,1367,138,366,655,17.96,4,0.0,8.2616,4.49
1243,1089,138,366,655,12.67,7,0.0,4.5612,1.81
1243,107,138,366,655,339.96,4,0.0,122.3856,84.99
1244,459,394,75,734,1801.632,6,0.2,-337.806,300.272
1245,104,629,393,685,46.32,4,0.0,18.0648,11.58
1246,71,278,178,747,181.986,2,0.3,-54.5958,90.993
1246,1150,278,178,747,431.976,4,0.4,-100.7944,107.994
1246,1368,278,178,747,155.37,1,0.4,-36.253,155.37
1247,300,614,35,748,1348.704,6,0.2,-219.1644,224.784
1247,285,614,35,748,700.152,3,0.2,78.7671,233.38400000000001
1248,562,630,58,568,111.888,7,0.2,22.3776,15.984
1249,811,631,64,468,143.952,3,0.2,14.3952,47.984
1250,1369,400,381,163,173.94,3,0.0,13.9152,57.98
1250,1239,400,381,163,14.76,4,0.0,6.9372,3.69
1251,233,33,59,514,205.92,4,0.0,2.0592,51.48
1251,431,33,59,514,102.833,1,0.15,-6.049,102.833
1252,827,623,52,749,2.304,1,0.2,0.2592,2.304
1252,1148,623,52,749,1879.96,5,0.2,211.4955,375.992
1252,1185,623,52,749,313.024,8,0.2,105.6456,39.128
1252,817,623,52,749,5.04,2,0.2,1.764,2.52
1253,1370,456,1,124,821.88,6,0.0,213.6888,136.98
1253,1046,456,1,124,21.96,2,0.0,10.7604,10.98
1254,816,44,38,750,25.92,4,0.0,12.4416,6.48
1255,1371,548,394,244,705.544,7,0.2,70.5544,100.792
1256,1372,59,46,121,50.0,2,0.0,12.0,25.0
1257,1373,309,33,751,51.712,8,0.6,-32.32,6.464
1258,1299,131,249,540,6.992,2,0.2,0.5244,3.496
1259,1374,613,13,71,1406.86,7,0.0,140.686,200.98
1259,366,613,13,71,15.75,5,0.0,7.56,3.15
1259,766,613,13,71,323.1,2,0.0,61.389,161.55
1260,1187,94,395,708,9.216,4,0.2,3.3408,2.304
1260,1291,94,395,708,10.368,2,0.2,3.6288,5.184
1261,1375,404,30,752,15.02,1,0.0,2.7036,15.02
1261,1037,404,30,752,33.82,2,0.0,9.1314,16.91
1262,937,632,317,203,71.0,4,0.0,27.69,17.75
1263,1376,228,396,753,25.12,5,0.2,7.85,5.024
1263,1235,228,396,753,2665.62,9,0.0,239.9058,296.18
1264,43,408,165,211,478.08,8,0.0,133.8624,59.76
1265,820,113,56,754,164.388,2,0.4,-35.6174,82.194
1265,155,113,56,754,13.248,4,0.2,3.6432,3.312
1266,854,92,397,12,2.912,2,0.2,0.91,1.456
1267,1288,633,296,400,1399.944,7,0.2,52.4979,199.992
1268,794,599,377,363,526.45,5,0.0,31.587,105.29
1269,898,20,113,755,16.23,3,0.0,7.9527,5.41
1269,670,20,113,755,319.9,5,0.0,156.751,63.98
1269,153,20,113,755,11.36,2,0.0,5.3392,5.68
1269,1377,20,113,755,675.12,3,0.0,290.3016,225.04
1270,1378,175,213,756,62.82,3,0.0,30.7818,20.94
1270,855,175,213,756,489.92,8,0.0,0.0,61.24
1270,935,175,213,756,19.44,3,0.0,9.3312,6.48
1270,1306,175,213,756,16.68,2,0.0,8.34,8.34
1270,1379,175,213,756,155.35,13,0.0,0.0,11.95
1270,1380,175,213,756,12.42,3,0.0,4.4712,4.14
1270,540,175,213,756,187.98,2,0.0,52.6344,93.99
1271,319,295,398,503,6.608,2,0.2,2.1476,3.304
1272,842,268,24,161,248.57,7,0.0,67.1139,35.51
1272,1381,268,24,161,22.23,1,0.0,9.7812,22.23
1273,1199,594,26,466,5.98,1,0.0,1.0166,5.98
1273,240,594,26,466,246.168,3,0.2,21.5397,82.056
1274,1382,340,399,163,14.136,2,0.6,-7.7748,7.068
1274,1383,340,399,163,601.47,3,0.5,-300.735,200.49
1275,1256,277,400,222,79.1,2,0.0,39.55,39.55
1275,801,277,400,222,327.84,8,0.0,157.3632,40.98
1276,232,313,135,727,180.96,2,0.0,81.432,90.48
1276,570,313,135,727,914.97,3,0.0,411.7365,304.99
1276,967,313,135,727,587.97,3,0.0,158.7519,195.99
1276,1245,313,135,727,530.34,2,0.0,95.4612,265.17
1276,1384,313,135,727,14.94,3,0.0,7.3206,4.9799999999999995
1277,1307,86,24,757,121.94,2,0.0,35.3626,60.97
1277,355,86,24,757,122.71,7,0.0,36.813,17.529999999999998
1278,812,634,46,31,14.94,3,0.0,7.0218,4.9799999999999995
1278,1385,634,46,31,1349.85,3,0.0,364.4595,449.95
1278,1058,634,46,31,136.784,1,0.2,5.1294,136.784
1278,678,634,46,31,61.12,4,0.0,20.7808,15.28
1279,1066,635,134,758,1.167,1,0.7,-0.8558,1.167
1280,1386,451,143,759,16.99,1,0.0,4.9271,16.99
1281,1387,566,175,642,24.672,3,0.2,0.0,8.224
1281,396,566,175,642,2.52,1,0.2,0.882,2.52
1281,4,566,175,642,1218.735,5,0.3,-121.8735,243.74699999999999
1281,1239,566,175,642,5.904,2,0.2,1.9926,2.952
1281,784,566,175,642,15.696,3,0.2,5.1012,5.232
1281,535,566,175,642,6.096,3,0.6,-3.9624,2.032
1282,793,636,63,237,41.568,2,0.2,2.598,20.784
1283,371,637,14,760,230.28,3,0.2,23.028,76.76
1283,32,637,14,760,18.288,6,0.2,5.715,3.048
1284,1388,334,95,720,5.78,2,0.0,2.7166,2.89
1284,674,334,95,720,121.68,13,0.2,38.025,9.360000000000001
1285,382,488,65,67,4.17,3,0.0,1.0842,1.39
1285,1021,488,65,67,67.04,4,0.2,6.704,16.76
1285,254,488,65,67,37.32,3,0.0,10.4496,12.44
1285,933,488,65,67,18.45,5,0.0,8.6715,3.69
1286,1194,638,358,641,25.92,4,0.0,12.4416,6.48
1287,1389,639,24,761,11199.968,4,0.2,3919.9888,2799.992
1287,717,639,24,761,2399.6,8,0.0,647.892,299.95
1287,119,639,24,761,63.9,5,0.0,28.755,12.78
1287,510,639,24,761,52.99,1,0.0,0.5299,52.99
1288,453,116,158,39,60.864,4,0.2,9.1296,15.216
1288,1390,116,158,39,652.995,7,0.7,-935.9595,93.285
1288,1391,116,158,39,11.22,10,0.7,-7.48,1.122
1289,1232,493,312,230,14.94,3,0.0,7.0218,4.9799999999999995
1290,892,640,6,357,39.96,2,0.0,17.1828,19.98
1290,1392,640,6,357,42.624,2,0.2,4.2624,21.312
1290,158,640,6,357,220.96,1,0.2,24.858,220.96
1291,1393,542,306,762,4.928,2,0.2,0.7392,2.464
1291,545,542,306,762,7.23,5,0.7,-5.784,1.4460000000000002
1292,766,641,63,763,323.1,2,0.0,61.389,161.55
1293,1394,642,46,493,19.04,4,0.0,9.3296,4.76
1293,521,642,46,493,13.128,3,0.2,4.2666,4.376
1293,1395,642,46,493,64.14,3,0.0,16.6764,21.38
1293,468,642,46,493,858.24,4,0.1,143.04,214.56
1294,702,216,401,764,29.99,1,0.0,2.999,29.99
1295,969,568,174,724,186.048,6,0.2,67.4424,31.008
1296,522,409,314,765,36.792,1,0.2,4.1391,36.792
1296,397,409,314,765,18.624,8,0.2,6.2856,2.328
1297,1007,484,312,558,57.69,3,0.0,23.6529,19.23
1297,1396,484,312,558,42.81,3,0.0,20.1207,14.270000000000001
1297,1397,484,312,558,12.96,2,0.0,6.2208,6.48
1297,1370,484,312,558,821.88,6,0.0,213.6888,136.98
1297,140,484,312,558,104.85,3,0.0,28.3095,34.949999999999996
1298,900,65,108,183,424.9575,5,0.15,19.998,84.9915
1299,1367,128,267,698,10.776,3,0.2,3.5022,3.592
1299,697,128,267,698,11.784,3,0.2,4.2717,3.9280000000000004
1299,1398,128,267,698,164.88,3,0.0,80.7912,54.96
1299,1399,128,267,698,1292.94,3,0.0,77.5764,430.98
1299,1400,128,267,698,25.584,2,0.2,8.9544,12.792
1299,534,128,267,698,261.74,2,0.0,65.435,130.87
1299,783,128,267,698,14.4,5,0.0,7.056,2.88
1300,136,8,95,766,10.86,3,0.0,5.1042,3.6199999999999997
1301,158,404,28,101,883.84,4,0.2,99.432,220.96
1302,1401,376,46,355,1979.89,11,0.0,494.9725,179.99
1302,890,376,46,355,79.96,2,0.0,35.982,39.98
1303,237,643,334,350,8.76,2,0.0,4.2048,4.38
1304,640,521,32,767,3.984,1,0.2,1.2948,3.984
1304,122,521,32,767,370.62,3,0.4,-142.071,123.54
1304,1204,521,32,767,2.742,2,0.7,-2.0108,1.371
1305,218,644,140,394,79.512,3,0.2,20.8719,26.504
1305,259,644,140,394,28.352,1,0.2,9.5688,28.352
1306,24,645,63,768,40.784,1,0.2,4.5882,40.784
1306,1277,645,63,768,105.96,4,0.0,29.6688,26.49
1307,163,646,112,341,166.44,3,0.0,79.8912,55.48
1307,1402,646,112,341,785.88,6,0.0,212.1876,130.98
1307,1403,646,112,341,26.2,2,0.0,12.838,13.1
1307,1245,646,112,341,1325.85,5,0.0,238.653,265.16999999999996
1308,448,647,143,735,166.44,3,0.0,79.8912,55.48
1309,910,141,197,345,8.76,5,0.2,0.7665,1.752
1309,1310,141,197,345,43.584,1,0.2,4.3584,43.584
1310,1086,648,260,262,11.088,7,0.7,-8.1312,1.5839999999999999
1310,736,648,260,262,25.164,2,0.7,-16.776,12.582
1311,615,415,31,277,14.4,5,0.0,7.056,2.88
1311,696,415,31,277,619.95,5,0.0,111.591,123.99000000000001
1311,1404,415,31,277,89.52,4,0.0,42.0744,22.38
1311,1405,415,31,277,350.973,3,0.1,152.0883,116.991
1311,1406,415,31,277,164.99,1,0.0,49.497,164.99
1312,1312,565,26,223,312.552,9,0.2,101.5794,34.728
1313,890,42,278,48,95.952,3,0.2,29.985,31.983999999999998
1313,881,42,278,48,3.204,2,0.7,-2.4564,1.602
1314,1407,268,121,579,3.98,5,0.8,-6.567,0.796
1315,1408,290,4,769,15.7,5,0.0,7.065,3.1399999999999997
1316,1200,155,156,480,5.248,4,0.2,1.64,1.312
1317,991,381,64,770,5.346,3,0.7,-4.455,1.782
1318,1409,80,402,771,15.48,3,0.2,5.6115,5.16
1318,1410,80,402,771,108.576,3,0.2,8.1432,36.192
1319,505,296,61,116,109.9,5,0.0,37.366,21.98
1320,1007,298,187,772,15.384,1,0.2,4.0383,15.384
1321,424,649,403,570,30.352,2,0.2,10.6232,15.176
1322,1411,599,134,773,821.3,4,0.5,-16.426,205.325
1322,1412,599,134,773,22638.48,6,0.5,-1811.0784,3773.08
1322,129,599,134,773,21.376,4,0.2,7.4816,5.344
1322,1413,599,134,773,8.016,3,0.2,1.002,2.672
1322,1007,599,134,773,30.768,2,0.2,8.0766,15.384
1322,551,599,134,773,18.936,3,0.2,5.9175,6.312
1322,1155,599,134,773,122.352,3,0.2,15.294,40.784
1323,1414,262,308,774,116.28,3,0.0,56.9772,38.76
1324,177,558,30,498,132.6,6,0.0,17.238,22.099999999999998
1325,1060,438,65,115,16.68,2,0.0,4.3368,8.34
1325,1415,438,65,115,19.44,3,0.0,9.3312,6.48
1325,1416,438,65,115,192.16,4,0.0,92.2368,48.04
1326,1417,231,14,565,227.36,7,0.0,81.8496,32.480000000000004
1326,1151,231,14,565,1919.976,3,0.2,215.9973,639.9920000000001
1327,411,486,134,556,12.828,2,0.7,-8.9796,6.414
1328,614,435,346,450,45.888,4,0.2,9.1776,11.472
1329,159,307,25,571,60.12,9,0.0,22.2444,6.68
1330,723,63,125,574,302.376,3,0.2,37.797,100.79199999999999
1331,1062,458,60,495,13.9,5,0.0,5.56,2.7800000000000002
1332,1418,435,24,775,129.98,2,0.0,62.3904,64.99
1333,358,650,113,776,71.98,2,0.0,15.1158,35.99
1334,1419,590,24,558,377.97,3,0.0,109.6113,125.99000000000001
1335,822,340,147,203,124.36,2,0.0,33.5772,62.18
1336,562,167,15,777,23.976,3,0.6,-14.3856,7.992
1337,204,22,183,131,8.376,3,0.2,2.7222,2.792
1337,938,22,183,131,58.24,5,0.2,5.096,11.648
1338,721,484,213,168,81.2,5,0.0,12.18,16.240000000000002
1339,265,651,168,778,14.45,5,0.0,6.7915,2.8899999999999997
1339,980,651,168,778,95.648,2,0.2,31.0856,47.824
1340,1212,213,75,660,359.97,5,0.4,-71.994,71.994
1340,1343,213,75,660,350.352,4,0.4,-140.1408,87.588
1341,521,86,214,67,1.641,1,0.7,-1.3128,1.641
1341,1335,86,214,67,629.958,7,0.4,94.4937,89.994
1342,148,652,60,779,6.63,3,0.0,1.7901,2.21
1342,652,652,60,779,799.96,4,0.0,343.9828,199.99
1342,217,652,60,779,107.53,1,0.0,21.506,107.53
1343,688,14,171,780,73.98,2,0.0,19.9746,36.99
1343,797,14,171,780,5.58,1,0.0,2.1762,5.58
1344,34,556,404,781,49.12,4,0.0,23.0864,12.28
1345,1420,108,285,51,377.97,3,0.0,94.4925,125.99000000000001
1345,671,108,285,51,42.28,7,0.0,19.8716,6.04
1345,900,108,285,51,299.97,3,0.0,56.9943,99.99000000000001
1345,818,108,285,51,89.98,2,0.0,43.1904,44.99
1346,1421,495,405,514,477.24,4,0.0,9.5448,119.31
1346,1422,495,405,514,25.98,2,0.0,1.5588,12.99
1347,1041,233,56,782,46.72,5,0.2,17.52,9.344
1348,1382,653,89,131,35.34,2,0.0,13.4292,17.67
1349,593,35,35,783,257.64,6,0.0,100.4796,42.94
1349,67,35,35,783,125.976,3,0.2,47.241,41.992
1350,410,249,223,784,79.992,1,0.2,21.9978,79.992
1351,602,410,118,553,700.056,3,0.3,-130.0104,233.352
1352,1423,400,406,7,27.168,4,0.2,-1.3584,6.792
1353,1317,654,394,785,8.226,3,0.7,-6.0324,2.7420000000000004
1354,1424,230,61,786,585.552,3,0.2,73.194,195.184
1355,1425,613,407,234,423.28,11,0.0,110.0528,38.48
1356,1154,521,142,543,225.296,2,0.2,22.5296,112.648
1357,1062,655,35,787,5.56,2,0.0,2.224,2.78
1357,620,655,35,787,323.37,3,0.0,129.348,107.79
1357,967,655,35,787,783.96,5,0.2,68.5965,156.792
1357,1365,655,35,787,1447.65,5,0.0,419.8185,289.53000000000003
1357,1332,655,35,787,11.96,2,0.0,5.8604,5.98
1358,658,302,46,726,239.97,3,0.0,71.991,79.99
1359,1007,656,113,22,76.92,4,0.0,31.5372,19.23
1359,773,656,113,22,481.32,4,0.0,125.1432,120.33
1360,365,657,408,543,48.4,5,0.0,23.232,9.68
1361,1426,72,95,387,0.99,1,0.0,0.4356,0.99
